FeatureEn	FeatureIt	FeatureTypeCoarse	FeatureTypeGranular	TotCountBlind	TotCountSighted	ConceptCountBlind	ConceptCountSighted	NegatedCountBlind	NegatedPercentageBlind	NegatedCountSighted	NegatedPercentageSighted	DistinguishingBlind	DistinguishingSighted	DistinctivenessBlind	DistinctivenessSighted
open	aperto	pnp:ppe:spa:isa	pnp:ppe:spa:isa	0	11	0	2	NA	NA	0	0.0	NA	D	NA	0.500
opening	apertura	eab:eco	eab:eco	0	5	0	2	NA	NA	0	0.0	NA	D	NA	0.500
operatic	lirica:lirico	tax:pnp:eco	pnp:exa:eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
opinion	opinione:parere:loro:giudizio	eab:eco:tax:isa	eab:eco:isa:exa	8	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
opium	oppio	isa	isa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
orange	arancione	ppe	ppe	3	37	1	5	0	0.0	0	0.0	D	ND	1.000	0.200
organ	organo	eco:par:isa	eco:mer:isa	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
other_person	altra_persona:persona	eco:spa	eco:spa	51	84	12	18	0	0.0	0	0.0	ND	ND	0.083	0.056
other_room	altra_stanza	spa	spa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
our_latitude	nostra_latitudine	spa	spa	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
our_region	nostra_zona	spa	spa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
out_of_tune	stonato	pnp	pnp	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
outcome	esito	eab	eab	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
outside	esterno:fuori:parte_esterna:fuori_casa:aperto	spa:par	spa:mer	13	32	2	7	0	0.0	0	0.0	D	ND	0.500	0.143
oval	ovale	ppe	ppe	8	13	3	4	0	0.0	0	0.0	ND	ND	0.333	0.250
owner	padrone:proprietario	eco:pnp	eco:pnp	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
oxygen	ossigeno	par:eco	mer:eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pain	dolore:male:pena:dolenzia	eab:eco:tax	eab:eco:exa	19	11	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
palm	palmo:palma	eco:spa	eco:spa	0	7	0	2	NA	NA	0	0.0	NA	D	NA	0.500
palmiped	palmipede	isa	isa	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
paper	carta	spa:eco:par:tax	spa:eco:mad:exa	11	4	2	1	0	0.0	0	0.0	D	D	0.500	1.000
park	parco	spa:tax:eco	spa:eco:coo	0	6	0	2	NA	NA	0	0.0	NA	D	NA	0.500
parking	parcheggio	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
parmigiana	parmigiana	tax:man:eco	exa:man:eco	8	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
part	parte:pezzo	par:spa:eco:isa:man:eab	mer:spa:eco:isa:man:eab	31	40	5	9	0	0.0	0	0.0	ND	ND	0.200	0.111
part_of_the_body	parte_del_corpo:parte_dell'_organismo	spa:eco	spa:eco	5	13	1	2	0	0.0	0	0.0	D	D	1.000	0.500
particular	particolare	pnp:eva:man:eco:ppe:eab:tim:spa:isa	pnp:eva:man:eco:ppe:eab:tim:spa:isa	45	30	12	7	0	0.0	0	0.0	ND	ND	0.083	0.143
particularly	particolarmente:modo_particolare:maniera_particolare:particolare_modo:particolare	man:pnp:isa:eva	man:pnp:isa:eva	9	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
passenger	passeggero:passegero	eco:tax	eco:exa	11	18	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
passion	passione	eab:tax:isa	eab:isa:coo	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
pasta	pasta	eco:spa:par	eco:spa:mer	11	7	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
paste	pasta	par	mer	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pasture	pascolo	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
path	sentiero	par:eco	mer:eco	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
pathos	pathos	eab:tax	eab:syn	4	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
paw	zampa	par:spa:eco	mer:spa:eco	23	83	3	6	0	0.0	0	0.0	ND	ND	0.333	0.167
payment	pagamento	eco:man	eco:man	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
peace	tranquillità:pace	eab:man:eco:pnp	eab:man:eco:pnp	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
peach	pesca	tax	coo	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pebble	ciottolo	par	mad	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pedal	pedale	par	mer	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
peduncle	picciolo:peduncolo:costo	par	mer	6	8	2	2	0	0.0	0	0.0	D	D	0.500	0.500
peel	buccia:scorza:pelle	par	mer	45	52	9	7	0	0.0	0	0.0	ND	ND	0.111	0.143
pen	penna:biro	tax:eco:par:isa	coo:eco:mer:isa	6	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
pencil_sharpener	temperino:temperamatite:punta_lapis:appunta_matita:appunta_lapis	eco:tax	eco:coo	4	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
people	gente:popolo	eco:eab	eco:eab	29	37	5	5	0	0.0	0	0.0	ND	ND	0.200	0.200
perception	percezione	isa:eco:eab	isa:eco:eab	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
perfume	profumo	eco:tax:par	eco:mer:exa	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
period	periodo:tempo:epoca	tim:eco	tim:eco	6	8	1	1	0	0.0	0	0.0	D	D	1.000	1.000
persian	persiano	tax	exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
person	persona	eco:spa:tim:isa	eco:spa:tim:isa	258	341	43	46	0	0.0	0	0.0	ND	ND	0.023	0.022
petrol	benzina	eco:man	eco:man	11	7	2	2	0	0.0	0	0.0	D	D	0.500	0.500
physical	fisico:fisica	tax:ppe:pnp:eco:man:spa:eab	exa:ppe:pnp:eco:man:spa:eab	24	26	3	4	0	0.0	0	0.0	ND	ND	0.333	0.250
physiotherapist	fisioterapista:massofisioterapista	eco	eco	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
picnic	picnic:pic_nic	eco	eco	4	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
picture	quadro	eco	eco	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
piece	pezzo:brano	par:eco:tax	mer:eco:exa	8	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
pigeon	piccione	tax	coo	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pilot	pilota	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pine	pino	tax:par:eco	mer:exa:eco	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pippin	renette:renetta	tax	exa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pitch	tono	eco:eab	eco:eab	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pizza	pizza	eco:tax:spa	eco:spa:exa	4	4	1	2	0	0.0	0	0.0	D	D	1.000	0.500
pizzeria	pizzeria	tax	exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
place	luogo:posto:locale:località:centro:ambiente:vano:sede:punto	isa:spa:eco:par:eab	isa:spa:eco:mer:eab	112	154	13	16	0	0.0	0	0.0	ND	ND	0.077	0.062
plain	pianura	spa:tax:isa	spa:isa:coo:ant	3	5	1	2	0	0.0	0	0.0	D	D	1.000	0.500
plane	aereo:velivolo	tax:eco:spa:isa	coo:eco:spa:isa	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
plankton	plancton	par	mer	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
plant	pianta:stabilimento	par:eco:isa:tax:spa	mer:eco:isa:spa:coo	20	21	4	4	0	0.0	0	0.0	ND	ND	0.250	0.250
plastic	plastica	par	mad	19	26	5	5	0	0.0	0	0.0	ND	ND	0.200	0.200
pleasant	piacevole:gradevole	eva:pnp:ppe:eve	eva:pnp:ppe:eve	28	50	6	9	0	0.0	0	0.0	ND	ND	0.167	0.111
pleasure	piacere:diporto	eab:eve:isa:tax	eab:eve:isa:exa	0	9	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
plumage	piumaggio:piume	par	mer	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
pneumatic	pneumatico	tax	exa	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
pocket	tasca	spa:eco	spa:eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
point	punto	spa:isa:eab	spa:isa:eab	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
point_of_view	punto_di_vista	eab:spa	eab:spa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
pointed	appuntito:a_punta	ppe:tax	ppe:exa	5	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
polar_region	regione_polare:parte_polare	spa	spa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pole	polo	spa	spa	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
political	politico	tax:ppe:pnp:spa:eab	exa:ppe:pnp:spa:eab	4	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
polytheist	politeista	tax	exa	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
pond	stagno	spa	spa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pony	pony	tax	exa:coo	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
poor	povero:scadente:vile	eva:eco:tax:ppe:pnp	eva:eco:ppe:pnp:exa	0	5	0	2	NA	NA	0	0.0	NA	D	NA	0.500
pop	leggera	tax:ppe:eco	ppe:exa:eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
popular	popolare:gettonato	eva:eco:spa:pnp	eva:eco:spa:pnp	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
population	popolazione	eco	eco	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
portion	porzione:tratto	isa:par	isa:mer	3	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
position	posizione	eab:spa:man:eco	eab:spa:man:eco	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
positive	positivo	pnp:eva:ppe	pnp:eva:ppe	14	11	4	2	0	0.0	0	0.0	ND	D	0.250	0.500
possess	possesso	eab:pnp:isa	eab:pnp:isa	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
possessive	possessivo	ppe:pnp:eva	ppe:pnp:eva	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
possessiveness	possessività	tax	syn:coo	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
possibility	possibilità	eab:isa:pnp	eab:isa:pnp	12	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
potassium	potassio	par	mer:mad	3	11	1	1	0	0.0	0	0.0	D	D	1.000	1.000
potato	patata	eco:tax	eco:coo	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
power	potere:potenza	isa:eab:pnp	isa:eab:pnp	3	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
powerful	potente:possente	pnp:ppe	pnp:ppe	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
presence	presenza	eco:eab:pnp	eco:eab:pnp	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
pressure	pressione	eco	eco	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
price	prezzo	eco	eco	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
principle	principio	eab:eco:isa	eab:eco:isa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
print	stampa	tax	exa	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
problem	problema	eab:eco:isa	eab:eco:isa	18	9	4	1	0	0.0	0	0.0	ND	D	0.250	1.000
product	prodotto	par:eco:isa	mer:eco:isa	7	6	1	2	0	0.0	0	0.0	D	D	1.000	0.500
professional	professionista:professionale	pnp:eco:spa:ppe	pnp:eco:spa:ppe	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
propeller	elica	par:tax	mer:exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
property	proprietà:virtù	eco:eab:par:pnp	eco:eab:mer:pnp	4	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
protein	proteina	par	mer	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
psychic	psichico	tax:spa:eab	spa:exa:eab	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
psychological	psicologico	tax:pnp:ppe:man:eab	pnp:exa:ppe:man:eab	6	3	2	1	0	0.0	0	0.0	D	D	0.500	1.000
public	pubblico	pnp:ppe:eco	pnp:ppe:eco	7	16	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
pulp	polpa	par	mer	8	18	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
purple	viola:porpora	ppe	ppe	4	17	1	1	0	0.0	0	0.0	D	D	1.000	1.000
purpose	scopo:finalità:fine:compito	eab:eco	eab:eco	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
purée	purè	eco:tax	eco:exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
quadruped	quadrupede	isa:ppe	isa:ppe	15	9	4	3	0	0.0	0	0.0	ND	ND	0.250	0.333
quickly	velocemente:di_sfuggita:veloce:rapidamente	man	man	19	11	5	3	0	0.0	0	0.0	ND	ND	0.200	0.333
quiet	tranquillo	pnp:man:ppe:eva	pnp:man:ppe:eva	6	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
rabbit	coniglio	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
race	corsa:gara	eco:spa	eco:spa	7	6	2	1	0	0.0	0	0.0	D	D	0.500	1.000
racing	da_corsa	tax	exa	6	8	2	2	0	0.0	0	0.0	D	D	0.500	0.500
racing_motorcycle	da_corsa	tax	exa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
radio	radio	spa:eco	spa:eco	0	6	0	2	NA	NA	0	0.0	NA	D	NA	0.500
rail	rotaia	spa	spa	6	9	1	1	0	0.0	0	0.0	D	D	1.000	1.000
railroad	ferrovia:strada_ferrata	spa:eco	spa:eco	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
railway	binario:ferrovia:ferrata	spa:eco:ppe	spa:eco:ppe	9	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
railway_station	stazione_ferroviaria:stazione	spa	spa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
rancor	rancore:ranbone	eab:tax	eab:coo	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
rarefied	rarefatto	ppe:pnp	ppe:pnp	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
rather	piuttosto:parecchio	qua	qua	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
real_estate	immobiliare:immobile	ppe:pnp:par:eco	ppe:pnp:hol:eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
reason	motivo:ragione	eab:pnp:eco	eab:pnp:eco	8	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
rectangular	rettangolare	ppe	ppe	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
red	rosso:rossa	ppe:tax	ppe:exa	31	65	4	4	0	0.0	0	0.0	ND	ND	0.250	0.250
refined	raffinato	eva:pnp:eab	eva:pnp:eab	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
refreshment	ristoro	eco:pnp	eco:pnp	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
regional	regionale	tax:spa	spa:exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
relationship	rapporto:relazione	eco:eab:isa	eco:eab:isa	13	15	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
relaxation	rilassatezza:rilassamento:relax	eab:pnp	eab:pnp	5	6	2	1	0	0.0	0	0.0	D	D	0.500	1.000
relaxing	rilassante	ppe:pnp	ppe:pnp	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
relief	rilievo:sollievo	isa:par:eab:eco	isa:mer:eab:eco	3	9	1	1	0	0.0	0	0.0	D	D	1.000	1.000
religion	religione	eco:eab:eva	eco:eab:eva	6	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
religious	religioso	ppe:eco:pnp:eab:spa:eva	ppe:eco:pnp:eab:spa:eva	4	8	2	2	0	0.0	0	0.0	D	D	0.500	0.500
representative	rappresentante:rappresentativa:rappresentativo	eco:pnp:isa:eab	eco:pnp:isa:eab	3	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
rescue	salvamento:soccorso:salvataggio	eab:tax:eco	eab:exa:eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
respect	rispetto	eab:isa	eab:isa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
restaurant	ristorante:trattoria	eco:tax:spa	eco:spa:exa:coo	7	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
rhythm	ritmo	eco:man	eco:man	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
rich	ricco	qua:ppe:pnp:eva:eco	qua:ppe:pnp:eva:eco	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
riding	equitazione	tax:eco:spa	exa:eco:spa	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
right	diritto:giusto:destra:destro	eab:pnp:spa:isa:eva	eab:pnp:spa:isa:eva	15	20	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
rigid	rigido:rigida	ppe:pnp	ppe:pnp	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
rise	innalzamento:sorgere:sopraelevazione	isa:eve	isa:eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
river	fiume:corso_d'_acqua	spa:eco	spa:eco	17	12	4	4	0	0.0	0	0.0	ND	ND	0.250	0.250
road	strada:via	spa:eco	spa:eco	14	4	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
rock	roccia:scoglio:rock:masso	par:eco:spa	mad:eco:spa:mer	6	13	1	2	0	0.0	0	0.0	D	D	1.000	0.500
rocky	roccioso	par:ppe	mad:ppe	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
room	stanza:vano:sala:ambiente:camera:sale:locale	par:isa:eco:spa	mer:isa:eco:spa	18	20	2	2	0	0.0	0	0.0	D	D	0.500	0.500
root	radice	isa:eco	isa:eco	0	9	0	2	NA	NA	0	0.0	NA	D	NA	0.500
rough	ruvido:accidentato:ruvida:mosso	ppe	ppe	9	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
round	tondo:rotondo:rotonda:tonda:rotondeggiante	ppe	ppe	41	48	5	7	0	0.0	0	0.0	ND	ND	0.200	0.143
route	percorso:tracciato:percorrenza	eco:eab	eco:eab	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
rubber	gomma	eco:tax:par	eco:mad:coo	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
rule	regola	eab:eco	eab:eco	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
runway	pista	spa:eco	spa:eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sacred	sacro	pnp:ppe:man:eva:eab	pnp:ppe:man:eva:eab	5	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
sad	triste	pnp:eva	pnp:eva	8	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
saddle	sella:sellino	par:eco	mer:eco	6	4	2	2	0	0.0	0	0.0	D	D	0.500	0.500
sailing	a_vela:navigazione	tax:eco	exa:eco	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
saint	santo	eco:eab	eco:eab	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
salad	insalata	isa:eco:tax:spa	isa:eco:spa:coo:syn:exa	31	30	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
sale	vendita	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
salt	sale:sotto_sale	eco:par:tax	eco:mer:exa	15	5	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
salty	salato:salata	ppe:par	ppe:mer	12	11	1	2	0	0.0	0	0.0	D	D	1.000	0.500
sand	sabbia:rena	par:eco	mad:eco	16	19	2	1	0	0.0	0	0.0	D	D	0.500	1.000
sandwich	panino:tramezzino	eco:spa	eco:spa	3	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
sandy	sabbioso:renoso	par:tax:ppe	mad:ppe:exa	7	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
sardinia	sardegna	spa:eco	spa:eco	10	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
sauce	sugo:salsa	eco:spa	eco:spa	11	11	2	1	0	0.0	0	0.0	D	D	0.500	1.000
savannah	savana	spa	spa	6	18	2	2	0	0.0	0	0.0	D	D	0.500	0.500
scale	squama:scala:scaglia	par:eco	mer:eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
scooter	scooter	tax:eco	coo:eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
scratchy	gracchiante	ppe	ppe	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
screw	vite	eco	eco	20	18	1	1	0	0.0	0	0.0	D	D	1.000	1.000
sea	mare	spa:eco:tax:par	spa:eco:mad:exa:coo	62	73	5	5	0	0.0	0	0.0	ND	ND	0.200	0.200
sea_â€‹â€‹area	zona_di_mare	spa	spa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
season	stagione	tim:eab	tim:eab	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
seat	posto:sedile:postazione	par:eco	mer:eco	9	8	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
seaweed	alga	par:eco	mer:eco	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
second_course	secondo	eco:spa	eco:spa	3	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
secret	segreto:confidenza	eab:pnp:eco	eab:pnp:eco	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
secretly	di_nascosto	man:ppe:eve	man:ppe:eve	9	21	2	2	0	0.0	0	0.0	D	D	0.500	0.500
sedan	berlina	tax	exa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
see	sede	isa:eab	isa:eab	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
seed	seme	par:eco	mer:eco	3	29	1	5	0	0.0	0	0.0	D	ND	1.000	0.200
seller	venditore	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
sensation	sensazione	isa:eab:eva	isa:eab:eva	0	13	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sense	senso:senno	eab:isa:eco:pnp	eab:isa:eco:pnp	11	8	1	1	0	0.0	0	0.0	D	D	1.000	1.000
serrate	seghettato	ppe	ppe	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
service	servizio:funzione	eab:eco:par	eab:eco:mer	0	6	0	2	NA	NA	0	0.0	NA	D	NA	0.500
several	svariato:numeroso:molteplice:diverso	qua:man	qua:man	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sex	sesso	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
shadow	ombra	eco	eco	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
shady	ombroso:ombreggiato	ppe	ppe	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
shape	forma	ppe:eco:eab	ppe:eco:eab	0	9	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sharing	condivisione	eab	eab	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sharp	affilato:tagliente:aguzzo:fine:acuto:acuminato	ppe	ppe	8	9	2	1	0	0.0	0	0.0	D	D	0.500	1.000
sheep	pecora	tax:eco	eco:coo	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sheet	foglio	spa:eco	spa:eco	8	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
shell	conchiglia:guscio	par:eco	mer:eco	3	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
ship	nave	eco:tax:spa	eco:spa:coo	8	6	2	2	0	0.0	0	0.0	D	D	0.500	0.500
shop	negozio:esercizio:locale:bottega	isa:eco:spa:tax	isa:eco:spa:coo	13	8	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
shopkeeper	negoziante	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
shore	riva	spa:isa	spa:isa	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
shoreline	battigia	par	mer	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
short	corto:raso:breve	ppe:tim	ppe:tim	8	15	1	3	0	0.0	0	0.0	D	ND	1.000	0.333
short_time	breve_tempo:berve_periodo	tim	tim	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
shout	urlo	eco	eco	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
showcase	vetrina	par	mer	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
shrill	stridulo:squillante:acuto	ppe	ppe	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
shrub	arbusto	par:eco	mer:eco	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
siamese	siamese	tax	exa	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
side_dish	contorno:accompagnamento	isa:tax:eco:man	isa:exa:eco:man	14	4	4	1	0	0.0	0	0.0	ND	D	0.250	1.000
sighted	vedente	eco	eco	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
sign	segno:insegna:indice	isa:eco:par:eab	isa:eco:mer:eab	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
silence	silenzio	man:eco:eab	man:eco:eab	7	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
singer	cantante	eco	eco	5	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
singing	canto:canterino	eco:ppe	eco:ppe	12	6	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
single	singolo	qua:ppe	qua:ppe	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
situation	situazione:caso	eab:eco:isa:tim:spa	eab:eco:isa:tim:spa	46	21	10	4	0	0.0	0	0.0	ND	ND	0.100	0.250
skin	pelle	eco:par:spa	eco:mer:spa	7	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
sky	cielo	eco:spa	eco:spa	5	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
slice	fetta:trancio:listello	par:tax:ppe	mer:ppe:exa	10	9	1	2	0	0.0	0	0.0	D	D	1.000	0.500
slightly	leggermente:lievemente:lieve	man	man	0	7	0	2	NA	NA	0	0.0	NA	D	NA	0.500
slot	fessura	spa:eco	spa:eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
slow	lento	pnp:ppe	pnp:ppe	0	5	0	2	NA	NA	0	0.0	NA	D	NA	0.500
small	piccolo:ristretto	ppe	ppe	77	130	16	26	0	0.0	0	0.0	ND	ND	0.062	0.038
smile	sorriso	eco	eco	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
smith	fabbro	eco	eco	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
