FeatureEn	FeatureIt	FeatureTypeCoarse	FeatureTypeGranular	TotCountBlind	TotCountSighted	ConceptCountBlind	ConceptCountSighted	NegatedCountBlind	NegatedPercentageBlind	NegatedCountSighted	NegatedPercentageSighted	DistinguishingBlind	DistinguishingSighted	DistinctivenessBlind	DistinctivenessSighted
human_being	essere_umano	eco	eco	0	17	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
hunt	caccia	eco:tim	eco:tim	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
hunting	da_caccia:caccia	tax:eco	exa:eco	4	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
hurry	fretta	man	man	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
husband	marito	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
i_can_not_say_anything_more	non_so_dire_altro:non_saprei_dire_di_più:non_saprei_dire_altro:altro_non_so_dire	eva	eva	5	0	1	0	1	20.0	NA	NA	D	NA	1.000	NA
i_do_not_know	non_lo_so:non_so:non_saprei:io_non_lo_so:io_non_conosco	eva	eva	10	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
i_do_not_like	a_me_non_piace:non_mi_piace	eva	eva	7	0	1	0	1	14.3	NA	NA	D	NA	1.000	NA
ice	ghiaccio	spa:eco	spa:eco	5	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
ice_cream	gelato	eco:tax:spa	eco:exa:spa	7	7	2	1	0	0.0	0	0.0	D	D	0.500	1.000
idea	idea	eab:isa:eco	eab:isa:eco	10	17	1	6	0	0.0	0	0.0	D	ND	1.000	0.167
ideal	ideale	eab	eab	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
immanent	immanente	tax:pnp	exa:pnp	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
immense	immenso	ppe:spa:qua	ppe:spa:qua	4	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
imperceptible	impercettibile	man:ppe:pnp	man:ppe:pnp	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
importance	importanza	pnp:ppe:eva:eab	pnp:ppe:eva:eab	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
important	importante	eva:pnp:ppe:man:isa	eva:pnp:ppe:man:isa	48	24	12	3	0	0.0	0	0.0	ND	ND	0.083	0.333
in_alcohol	sotto_spirito	tax:spa	exa:spa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
in_front_of	davanti:di_fronte	spa	spa	7	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
in_mid-air	al_volo	man	man	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
in_oil	sott'_olio	tax	exa	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
in_tune	intonato	pnp	pnp	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
independent	indipendente	pnp:ppe	pnp:ppe	3	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
individual	individuo:individuale:singolo	eco:pnp	eco:pnp	3	15	1	2	0	0.0	0	0.0	D	D	1.000	0.500
information	informazione	eab:eco	eab:eco	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
injustice	ingiustizia	eab:tax	eab:ant	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
inland	interno:zona_interna:entroterra	spa	spa	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
inner	interiore:interno	spa:tax:pnp	spa:pnp:exa	5	6	1	2	0	0.0	0	0.0	D	D	1.000	0.500
insect	insetto	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
insecurity	insicurezza	eab:tax	eab:coo	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
inside	interno:dentro:interiormente:chiuso	spa	spa	45	107	9	16	0	0.0	0	0.0	ND	ND	0.111	0.062
interest	interesse	eab:isa:eva	eab:isa:eva	7	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
intimacy	intimità	eab	eab	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
involuntary	involontario	pnp:man	pnp:man	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
iron	ferro:ferrato	par:eco:ppe	mad:eco:ppe:mer	11	12	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
islamism	islamismo	tax	exa	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
island	isola	spa:eco	spa:eco	2	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
italy	italia	spa	spa	21	28	4	8	0	0.0	0	0.0	ND	ND	0.250	0.125
jam	marmellata:confettura	eco	eco	7	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
job	lavoro:professione:mestiere:mansione	eco:isa:eab	eco:isa:eab	9	11	1	2	0	0.0	0	0.0	D	D	1.000	0.500
joke	battuta:barzelletta	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
jonathan_livingston	jonathan_livingston	tax	ins	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
joy	gioia:letizia	eab:tax:spa:isa	eab:syn:coo:spa:isa:ant	20	13	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
joyful	gioioso	pnp	pnp	3	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
juice	succo	eco:par	eco:mer	11	7	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
juicy	succoso	ppe	ppe	6	8	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
julien	julien	tax	exa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
june	giugno	tim	tim	5	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
jungle	giungla	spa:eco	spa:eco	6	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
just	appena	man:tim	man:tim	5	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
keyhole	buco_della_serratura:serratura:buco_della_chiave	spa	spa	3	5	1	2	0	0.0	0	0.0	D	D	1.000	0.500
kind	specie:genere:tipologia:razza	isa:pnp:tax:eco:eab	isa:pnp:exa:eco:eab	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
kinship	parentela	eco:eab	eco:eab	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
kitchen	cucina	par:spa:eco:tax	mer:spa:eco:exa	18	25	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
knock	botta	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
knot	nodo	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
koran	corano	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
lacustrine	lacustre	spa	spa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
lake	lago	spa:eco:tax	spa:eco:coo	13	19	2	3	1	7.7	0	0.0	D	ND	0.500	0.333
land	terra	spa:eco:par:tax	spa:eco:mad:mer:exa:coo	12	13	4	3	0	0.0	0	0.0	ND	ND	0.250	0.333
landscape	paesaggio	eco:isa:spa	eco:isa:spa	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
large	grosso:vasto:ampio:grande:esteso	ppe:spa:eva	ppe:spa:eva	26	28	7	6	0	0.0	0	0.0	ND	ND	0.143	0.167
late	tardo	tim	tim	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
laugh	risata	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
law	legge:norma	eab:eco	eab:eco	0	6	0	2	NA	NA	0	0.0	NA	D	NA	0.500
lead	mina	par	mer	2	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
leaf	foglia	par:eco	mer:eco	19	34	3	4	0	0.0	0	0.0	ND	ND	0.333	0.250
left	sinistra:sinistro	spa	spa	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
leg	gamba	par:eco:spa	mer:eco:spa	6	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
less	meno	qua	qua	21	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
life	vita:esistenza	eco:eab:tim:spa	eco:eab:tim:spa	44	31	13	9	0	0.0	0	0.0	ND	ND	0.077	0.111
light	leggero:luce	ppe:man:eco	ppe:man:eco	8	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
light_blue	azzurro_chiaro:azzurro	ppe	ppe	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
light_red	rosso_chiaro	ppe	ppe	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
lightness	leggerezza	man:ppe	man:ppe	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
lithe	flessuoso	ppe	ppe	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
little_ball	pallina	ppe:eco	ppe:eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
living_room	soggiorno:salone:sala	par	mer	3	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
locomotive	locomotiva	par	mer	7	8	1	1	0	0.0	0	0.0	D	D	1.000	1.000
long	lungo:grande:grosso	ppe:tim:spa:man	ppe:tim:spa:man	50	105	9	16	0	0.0	0	0.0	ND	ND	0.111	0.062
look	sguardo	eco:isa:eab	eco:isa:eab	7	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
loss	perdita	eab:eco	eab:eco	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
loud	alto:forte	ppe:man:spa	ppe:man:spa	12	15	1	2	0	0.0	0	0.0	D	D	1.000	0.500
lounge	salotto	par:tax	mer:exa	2	4	1	2	0	0.0	0	0.0	D	D	1.000	0.500
love	amore:bene	eab:tax:spa:isa:eva	eab:coo:spa:ant:isa:eva	20	9	6	2	0	0.0	0	0.0	ND	D	0.167	0.500
loving	amoroso:amorevole	tax:ppe	ppe:exa	3	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
low	basso	ppe:spa:man	ppe:spa:man	5	11	1	1	0	0.0	0	0.0	D	D	1.000	1.000
luggage	bagaglio	eco	eco	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
lunch	pranzo	eco:tim	eco:tim	6	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
machine	macchina	isa:par:eco	isa:mer:eco	5	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
magnesium	magnesio	par	mer	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
main	principale	pnp:ppe:eva	pnp:ppe:eva	9	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
mainland	terraferma:terra_ferma:continente	spa:eco	spa:eco	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
mainly	principalmente:prevalentemente	qua:man:tim	qua:man:tim	0	21	0	5	NA	NA	0	0.0	NA	ND	NA	0.200
majestic	maestoso	ppe:eva:pnp	ppe:eva:pnp	2	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
malaise	malessere	eab:eco	eab:eco	4	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
male	maschio:maschile	eco:pnp:eab	eco:pnp:eab	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
malice	cattiveria	tax:eab	eab:coo	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
malicious	malizioso:doloso	eva:pnp	eva:pnp	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
mammal	mammifero	isa:ppe:eco	isa:ppe:eco	14	32	4	6	0	0.0	0	0.0	ND	ND	0.250	0.167
man	uomo	eco:spa:eab	eco:spa:eab	77	91	19	26	0	0.0	0	0.0	ND	ND	0.053	0.038
man_'s_best_friend	miglior_amico_dell'_uomo	eva:pnp	eva:pnp	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
mane	criniera	par	mer	4	11	1	2	0	0.0	0	0.0	D	D	1.000	0.500
manipulation	manipolazione	eco:isa	eco:isa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
mantle	manto:mantello	par	mer	0	23	0	5	NA	NA	0	0.0	NA	ND	NA	0.200
many	molto:tanto:molti:tante	qua	qua	12	25	1	4	0	0.0	0	0.0	D	ND	1.000	0.250
many_ways	tanti_modi:tante_maniere:molte_maniere:molti_modi	qua	qua	0	7	0	2	NA	NA	0	0.0	NA	D	NA	0.500
marine	marino	spa	spa	4	4	2	1	0	0.0	0	0.0	D	D	0.500	1.000
mason	muratore	eco	eco	5	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
mass	messa:massa	eco:par:isa	eco:mer:isa	3	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
masseur	massaggiatore	eco	eco	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
material	materiale	eco:par:ppe:spa:pnp:eva	eco:ppe:mad:spa:pnp:mer:eva	0	7	0	1	NA	NA	0	0.0	NA	D	NA	1.000
maturation	maturazione	eco:eab	eco:eab	0	7	0	1	NA	NA	0	0.0	NA	D	NA	1.000
may	maggio	tim	tim	6	11	1	1	0	0.0	0	0.0	D	D	1.000	1.000
meal	pasto:consumazione	eco:par	eco:hol	9	4	2	1	0	0.0	0	0.0	D	D	0.500	1.000
means	mezzo	isa:eco:spa:qua	isa:eco:spa:qua	24	26	5	5	0	0.0	0	0.0	ND	ND	0.200	0.200
means_of_locomotion	mezzo_di_locomozione:strumento_di_locomozione	isa	isa	24	13	5	4	0	0.0	0	0.0	ND	ND	0.200	0.250
meat	carne	eco:par	eco:mer	11	10	2	1	0	0.0	0	0.0	D	D	0.500	1.000
mediterranean	mediterraneo	spa:tax	spa:exa	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
meeting	ritrovo:incontro:aggregazione:riunione:appuntamento	eco:isa:eab:ppe:pnp:tax:spa	eco:isa:eab:ppe:pnp:spa:exa	13	14	2	1	0	0.0	0	0.0	D	D	0.500	1.000
melody	melodia	eco:isa	eco:isa	3	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
mental	mentale	tax:spa:pnp	exa:spa:pnp	0	7	0	1	NA	NA	0	0.0	NA	D	NA	1.000
menu	menu	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
merchant	mercantile	tax	exa	0	7	0	1	NA	NA	0	0.0	NA	D	NA	1.000
metal	metallo	par	mad:mer	18	33	4	7	0	0.0	0	0.0	ND	ND	0.250	0.143
methane	metano	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
middle_age	medioevo	tim	tim	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
milan	milano	spa	spa	5	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
milkshake	frappè	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
mind	mente	eab:eco:spa	eab:eco:spa	7	9	1	2	0	0.0	0	0.0	D	D	1.000	0.500
minimum	minimo	qua:man:ppe	qua:man:ppe	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
modern	moderno	tim	tim	7	6	1	2	0	0.0	0	0.0	D	D	1.000	0.500
moment	momento:attimo:istante	tim:isa:eab	tim:isa:eab	21	19	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
money	soldo:denaro	eco	eco	7	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
monkey	scimmia	eco	eco	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
monotheist	monoteista	tax	exa	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
monument	monumento	isa:eco	isa:eco	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
mood	stato_d'_animo:umore	isa:eab	isa:eab	27	23	5	3	0	0.0	0	0.0	ND	ND	0.200	0.333
moped	motorino:ciclomotore	tax:isa	coo:isa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
moral	morale	tax:ppe:pnp:eab	exa:ppe:pnp:eab	8	8	1	2	0	0.0	0	0.0	D	D	1.000	0.500
morbid	morboso	ppe:pnp:eva:eab	ppe:pnp:eva:eab	3	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
more	più:ancora	qua:tim	qua:tim	34	49	6	9	0	0.0	0	0.0	ND	ND	0.167	0.111
morning	mattino:mattina	tim	tim	0	4	0	2	NA	NA	0	0.0	NA	D	NA	0.500
mountain	montagna:monte	spa:eco:tax	spa:eco:exa	7	14	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
mouse	topo:mouse	eco	eco	3	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
mouth	bocca	eco:spa:par	eco:spa:mer	9	18	2	2	0	0.0	0	0.0	D	D	0.500	0.500
movement	movimento:spostamento	eco:isa:eab	eco:isa:eab	7	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
much	molto:tanto:gran_parte	qua	qua	9	13	2	1	0	0.0	0	0.0	D	D	0.500	1.000
muscle	muscolo	eco:spa	eco:spa	6	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
muscular	muscolare	spa	spa	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
musculature	muscolatura	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
mushroom	fungo	par:eco	mer:eco	5	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
music	musica	eco:spa	eco:spa	22	17	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
musical	musicale	eco:ppe:pnp	eco:ppe:pnp	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
muslim	mussulmana:mussulmano	tax:eco	exa:eco	6	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
mutual	reciproco	ppe:man	ppe:man	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
muzzle	muso	par	mer	4	11	1	3	0	0.0	0	0.0	D	ND	1.000	0.333
nail	chiodo:unghia	eco:par	eco:mer	19	26	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
narrow	stretto	ppe	ppe	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
nation	nazione:stato	spa:eco:eab	spa:eco:eab	4	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
natural	naturale	ppe:pnp:tax:par:spa	ppe:pnp:hol:exa:spa	19	16	5	5	0	0.0	0	0.0	ND	ND	0.200	0.200
nature	natura:ordine:indole	spa:par:eco:eab	spa:hol:eco:eab	15	10	2	1	0	0.0	0	0.0	D	D	0.500	1.000
nave	navata	par	mer	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
necessary	necessario:occorrente:necessaria	eva:eab	eva:eab	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
neck	collo	par:eco	mer:eco	26	39	2	2	0	0.0	0	0.0	D	D	0.500	0.500
need	necessità:esigenza:bisogno	eab:isa:eva:eco	eab:isa:eva:eco	13	0	4	0	0	0.0	NA	NA	ND	NA	0.250	NA
negative	negativo	eva:pnp:ppe:eab	eva:pnp:ppe:eab	24	18	4	4	0	0.0	0	0.0	ND	ND	0.250	0.250
new_zealand	nuova_zelanda	spa	spa	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
news	notizia:novità	eab:eco	eab:eco	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
next_to	accanto:vicino:a_fianco	spa	spa	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
nice	bello:simpatico:grazioso:bel	eva:ppe:pnp:isa	eva:ppe:pnp:isa	68	66	19	17	0	0.0	0	0.0	ND	ND	0.053	0.059
night	notturno:notte	tim	tim	5	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
no_action	non_azione	isa	isa	0	4	0	1	NA	NA	4	100.0	NA	D	NA	1.000
no_certainty	non_certezza	eab	eab	3	6	1	1	3	100.0	6	100.0	D	D	1.000	1.000
no_constraint	non_vincolo	eve:eab	eve:eab	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
no_constriction	non_costrizione	eco:eab	eco:eab	2	2	1	1	2	100.0	2	100.0	D	D	1.000	1.000
no_fruit	non_frutto	isa	isa	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
no_seed	non_seme	par	mer	0	4	0	1	NA	NA	4	100.0	NA	D	NA	1.000
no_vegetables	non_verdura	isa	isa	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
noise	rumore	eco:ppe:par	eco:ppe:mer	21	13	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
non_physical	non_fisico	pnp	pnp	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
normally	normalmente:modo_normale	tim:qua:man	tim:qua:man	0	27	0	2	NA	NA	0	0.0	NA	D	NA	0.500
north	nord	spa	spa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
north_pole	polo_nord	spa	spa	3	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
nose	naso:fiuto	par	mer	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
not_always	non_sempre	tim:qua	tim:qua	0	5	0	1	NA	NA	5	100.0	NA	D	NA	1.000
not_clear	non_chiaro	pnp	pnp	5	0	1	0	5	100.0	NA	NA	D	NA	1.000	NA
not_complete	non_completo	pnp:man:ppe	pnp:man:ppe	0	4	0	1	NA	NA	3	75.0	NA	D	NA	1.000
not_completely	non_completamente	man:qua	man:qua	0	2	0	1	NA	NA	2	100.0	NA	D	NA	1.000
not_covered	non_coperto	par:eco	mer:eco	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
not_defined	non_definito:definito	ppe:pnp	ppe:pnp	0	2	0	1	NA	NA	1	50.0	NA	D	NA	1.000
not_full	non_pieno	man:eve	man:eve	0	3	0	1	NA	NA	3	100.0	NA	D	NA	1.000
not_nice	non_bello	eva:pnp:eab	eva:pnp:eab	0	4	0	1	NA	NA	2	50.0	NA	D	NA	1.000
not_positive	non_positivo	pnp:eva:eab	pnp:eva:eab	5	0	1	0	4	80.0	NA	NA	D	NA	1.000	NA
not_sighted	non_vedente:non_vedenti	eco:ppe	eco:ppe	10	0	1	0	6	60.0	NA	NA	D	NA	1.000	NA
not_sure	non_sicuro:non_certo	pnp:man	pnp:man	10	12	2	2	8	80.0	10	83.3	D	D	0.500	0.500
not_to_be_able	non_essere_in_grado:non_riuscire:non_essere_capace	eve	eve	0	6	0	1	NA	NA	6	100.0	NA	D	NA	1.000
not_to_be_cooked	non_essere_cucinato	eve	eve	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
not_to_be_eaten	non_essere_mangiato:non_essere_gustato	eve	eve	0	6	0	1	NA	NA	6	100.0	NA	D	NA	1.000
not_to_be_eaten_raw	non_essere_mangiato_crudo	eve	eve	0	2	0	1	NA	NA	2	100.0	NA	D	NA	1.000
not_to_be_invited	non_essere_invitato	eve	eve	0	3	0	1	NA	NA	3	100.0	NA	D	NA	1.000
not_to_be_noticed	non_essere_notato:non_farsi_notare:non_farsi_accorgere:non_accorgersi	eve	eve	0	4	0	1	NA	NA	4	100.0	NA	D	NA	1.000
not_to_be_seen	non_essere_visto:non_farsi_vedere:non_essere_scorto	eve	eve	6	7	2	1	6	100.0	7	100.0	D	D	0.500	1.000
not_to_be_visible	non_essere_visibile	eve	eve	0	2	0	1	NA	NA	2	100.0	NA	D	NA	1.000
not_to_bear	non_sopportare	eve	eve	0	2	0	1	NA	NA	2	100.0	NA	D	NA	1.000
not_to_believe	non_credere	eve:isa	eve:isa	0	4	0	1	NA	NA	4	100.0	NA	D	NA	1.000
not_to_do	non_fare:non_compiere	eve	eve	5	4	1	1	5	100.0	4	100.0	D	D	1.000	1.000
not_to_drop	non_fare_cadere	eve	eve	0	2	0	1	NA	NA	2	100.0	NA	D	NA	1.000
not_to_fly	non_volare	eve	eve	0	13	0	1	NA	NA	13	100.0	NA	D	NA	1.000
not_to_focus	non_concentrarsi	eve	eve	2	0	1	0	1	50.0	NA	NA	D	NA	1.000	NA
not_to_get_noticed	non_farsi_accorgere:non_farsi_rendere_conto:non_farsi_notare	eve	eve	7	0	2	0	7	100.0	NA	NA	D	NA	0.500	NA
not_to_happen	non_avvenire	eve	eve	0	2	0	1	NA	NA	2	100.0	NA	D	NA	1.000
not_to_harm	non_ledere	eve	eve	0	2	0	1	NA	NA	2	100.0	NA	D	NA	1.000
not_to_have	non_avere	eve	eve	0	3	0	1	NA	NA	3	100.0	NA	D	NA	1.000
not_to_have_to_listen	non_dover_ascoltare	eve	eve	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
not_to_hear	non_sentire	eve:isa	eve:isa	3	0	1	0	3	100.0	NA	NA	D	NA	1.000	NA
not_to_impose	non_imporre	eve	eve	2	0	1	0	2	100.0	NA	NA	D	NA	1.000	NA
not_to_know	non_sapere:non_conoscere	eve	eve	14	8	3	3	13	92.9	8	100.0	ND	ND	0.333	0.333
not_to_love	non_volere_bene:non_amare	eve	eve	3	0	1	0	3	100.0	NA	NA	D	NA	1.000	NA
not_to_see	non_vedere	eve:isa	eve:isa	12	11	3	3	12	100.0	11	100.0	ND	ND	0.333	0.333
not_to_speak	non_parlare	eve	eve	0	3	0	1	NA	NA	3	100.0	NA	D	NA	1.000
not_to_touch	non_toccare:non_palpare	eve:isa	eve:isa	5	4	1	1	5	100.0	4	100.0	D	D	1.000	1.000
not_to_trust	non_fidarsi:non_avere_fiducia	eve:isa	eve:isa	2	4	1	1	2	100.0	4	100.0	D	D	1.000	1.000
not_well	non_bene:bene	man:pnp:eab	man:pnp:eab	0	3	0	1	NA	NA	2	66.7	NA	D	NA	1.000
note	nota:appunto:annotazione	eco:eab	eco:eab	3	4	1	2	0	0.0	0	0.0	D	D	1.000	0.500
now	adesso:ora	tim	tim	23	15	7	5	0	0.0	0	0.0	ND	ND	0.143	0.200
nowadays	oggi:giorno_d'_oggi	tim	tim	17	37	4	8	0	0.0	0	0.0	ND	ND	0.250	0.125
oak	quercia	tax:par	exa:mer	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
object	oggetto	eco:isa:spa:tim:tax:par:eab	eco:isa:spa:tim:mer:exa:eab	97	140	19	18	0	0.0	0	0.0	ND	ND	0.053	0.056
oblong	allungato	ppe	ppe	44	49	8	8	0	0.0	0	0.0	ND	ND	0.125	0.125
obstacle	ostacolo	eco:spa:eab	eco:spa:eab	6	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
occasion	occasione	tim:spa:eab	tim:spa:eab	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
ocean	oceano	spa:tax:eco:par	spa:exa:eco:hol:coo	5	10	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
office	ufficio	eco:spa:par:isa	eco:spa:mer:isa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
often	spesso	tim:qua	tim:qua	55	0	11	0	0	0.0	NA	NA	ND	NA	0.091	NA
oil	olio:petrolio:petrolifero:nafta	eco:tax:man	eco:man:exa	13	11	1	4	0	0.0	0	0.0	D	ND	1.000	0.250
olive	oliva:olivastro	eco:ppe	eco:ppe	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
omnivorous	onnivoro	ppe:isa	ppe:isa	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
once	una_volta	tim:qua	tim:qua	2	8	1	1	0	0.0	0	0.0	D	D	1.000	1.000
one_each_day_keeps_the_doctor_away	una_al_giorno_toglie_il_medico_di_torno:una_al_giorno_leva_il_medico_di_torno	eva	eva	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
one_pulls_the_other	una_tira_l'_altra	pnp:eva	pnp:eva	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
one_time	un_tempo	tim	tim	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
oneself	se_stesso:sé	eco:spa	eco:spa	14	11	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
only_just	appena	man	man	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
