WORD,Transliteration,English_Translation,Category,Abstractness,Length,Gender,Fr_obj_Lg,Vis_Mean,Vis_SD,Aud_Mean,Aud_SD,Olf_Mean,Olf_SD,Gus_Mean,Gus_SD,Hap_Mean,Hap_SD,Img_Mean,Img_SD,Man_Mean,Man_SD,Space17_Mean,Space17_SD,AoA_Mean,AoA_SD,Fr_Mean,Fr_SD
________,znachenie,meaning,Intelligence,abstract,8,n,2.3,1.8,1.27,1.57,1.07,1.38,1.21,1.32,0.86,1.52,1.24,2.04,1.22,1.94,1.78,4.41,1.8,6.9,2.28,5.86,1.65
______,zrenie,vision,Sense_Phys,abstract,6,n,2.1,5.21,2.46,1.9,1.65,1.45,1.43,1.31,1.23,2.48,2.13,3.85,1.95,2.03,1.74,4.03,1.82,5.22,2.06,5.21,1.32
____,igla,needle,Tool_precise_grip,concrete,4,f,1.2,4.9,2.23,1.29,1.15,1.27,1.11,1.81,1.55,5.38,1.75,6.83,0.76,6.63,0.76,2.91,1.44,4.1,1.6,3.81,1.6
____,ideya,idea,Intelligence,abstract,4,f,2.4,1.6,1.16,2.39,1.59,1.23,0.82,1.25,0.7,1.63,1.39,3.14,2.01,2.24,1.77,4.91,2.19,6.27,2.97,6.23,0.97
____,izyum,raisin,Food,concrete,4,m,0.6,3.97,2.16,1.4,1.16,4.66,2.27,6.07,1.41,4.71,2.42,6.8,0.66,4.3,1.93,2.64,1.56,4.93,2.27,3.73,1.64
_____,indyuk,turkey cock,Animal,concrete,5,m,0.4,4.48,2.42,2.5,1.55,1.93,1.53,3.78,2.34,3.38,2.1,6.45,1.21,2.73,1.82,2.73,1.23,5.73,2.2,2.42,1.7
________,instinkt,instinct,Sense_Emotion,abstract,8,m,1.3,2.69,1.85,2.2,2.02,1.79,1.59,1.69,1.39,1.58,1.41,2.47,1.53,1.77,1.25,4.58,1.98,8.47,2.98,3.8,1.69
_______,interes,interest,Sense_Emotion,abstract,7,m,2.4,2.69,1.99,1.61,1.37,2.14,1.73,1.64,1.29,1.89,1.59,3.61,1.59,2.19,1.99,4.68,1.43,5.63,2.89,6.07,1.55
___________,istrebitel,fighter aircraft,Transport,concrete,11,m,1.3,4.7,1.9,4.73,2.26,1.69,1.44,1.21,0.79,2.72,1.79,5.74,1.77,5.84,1.61,6.32,1.29,7.43,2.42,2.56,1.8
_____,kaban,boar,Animal,concrete,5,m,0.8,4,2.15,3.23,2.16,3.9,2.26,3.1,2.09,3.17,2.24,6.67,0.88,2.37,1.87,2.33,1.11,4.67,1.92,3.07,1.53
_______,kabachok,squash,Food,concrete,7,m,0.7,3.77,2.28,1.64,0.99,3.38,1.72,5.36,1.83,3.96,2.17,6.69,0.93,4.62,2.16,1.69,0.93,5.08,2.35,3.5,1.61
______,kabluk,heel,Clothes,concrete,6,m,1.2,3.69,2.3,3.48,2.16,1.79,1.35,1.58,1.5,4.14,2.17,6.03,1.59,3.97,2.25,1.91,1.18,5.93,2.36,3.86,1.9
______,kalosha,golosh,Clothes,concrete,6,f,0.6,3.9,2.38,1.97,1.73,1.83,1.39,1.61,1.42,4.79,2.13,6.41,0.97,5,2.05,1.73,1.37,5.5,2.5,1.85,1.23
______,kamen,stone,Tool_power_grip,concrete,6,m,2.1,4.1,2.29,2.15,1.56,1.8,1.24,1.83,1.44,4.69,1.79,6.71,0.76,3.74,2.25,1.69,0.9,3.07,1.21,4.14,2.03
_____,kanoe,canoe,Transport,concrete,5,n,0.1,3.71,2.27,1.89,1.55,1.1,0.4,1.44,1.05,2.54,1.88,6,1.9,4.9,2.09,2.76,1.35,10.14,2.84,1.5,0.95
______,kapkan,trap,Object,concrete,6,m,0.7,3.48,2.4,2.48,2.01,1.72,1.69,1.55,1.35,4.31,2.21,5.9,1.76,5.23,1.81,2.09,1.28,7.7,2.87,1.76,1.02
_______,kapusta,cabbage,Food,concrete,7,f,1.4,4.75,2.41,2.57,2.06,4.34,1.61,5.82,1.22,4.29,2.39,6.79,0.42,5.37,1.63,1.76,1.13,3.77,1.91,4.62,2.06
________,karandash,pencil,Tool_precise_grip,concrete,8,m,1.7,5.34,2.03,2.29,1.51,2.21,1.15,2.86,2.05,5.04,2.2,6.79,0.79,6.61,0.92,2.62,1.3,3.33,1.21,5.93,1.31
______,kareta,carriage,Transport,concrete,6,f,1,3.93,2.12,3.59,2.13,1.66,1.26,1.17,0.54,3.03,2.41,6.81,0.48,5.03,1.82,2.88,1.41,4.63,2.91,2.11,1.52
_________,kartofel,potatoes,Food,concrete,9,m,1.1,4.33,2.47,1.7,1.74,4.97,2.08,5.64,1.57,4.79,2.27,6.78,0.51,5.41,1.86,1.97,1.74,4.07,1.78,6.25,1.32
________,kastryulya,pan,Tool_power_grip,concrete,8,f,1.2,4.7,2.35,2.71,1.74,3.58,1.98,3.39,1.99,4.37,1.78,6.69,1.17,6.22,1.27,2.81,1.18,3.69,2.04,6.3,1.32
_____,kater,boat,Transport,concrete,5,m,1.3,5.43,1.98,4.36,2.34,1.85,1.54,1.25,0.97,3.04,2.17,6.34,1.08,5.7,1.6,2.5,1.3,5.73,2.52,2.2,1.13
______,kashel,cough,Sound,concrete,6,m,1,2.14,1.66,5.21,1.54,2.1,1.92,2,1.65,2.24,1.7,4.12,1.83,2.1,1.84,3.03,1.71,4,1.86,4.86,1.53
_______,kenguru,kangaroo,Animal,concrete,7,m,0.5,4.8,2.35,2.47,1.74,2.03,1.43,2.29,2.19,3.38,1.9,6.26,1.06,2.28,1.69,3.11,1.45,5.67,2.17,1.93,1.33
_____,kepka,cap,Clothes,concrete,5,f,1.1,4.47,2.26,1.93,1.84,1.46,1.1,1.07,0.26,3.44,2.19,6.79,0.49,5.59,1.82,4.16,1.8,3.65,1.62,3.63,1.79
____,kivi,kiwi,Food,concrete,4,m,0.3,4.2,2.3,1.61,0.96,4.46,1.79,6.5,0.84,4.85,1.92,6.79,0.77,5.08,2.25,3.81,1.35,5.96,2.46,4.27,1.78
_____,kist,brush,Tool_precise_grip,concrete,5,f,1.4,4.61,2.25,2,1.63,2.57,1.74,2.04,1.85,5.38,1.75,6.55,1.27,6.27,1.53,3.24,1.09,4.67,2.01,4.58,1.68
_______,klavisha,key,Tool_precise_grip,concrete,7,f,1,3.93,2.24,3.52,1.93,1.5,1.11,1.47,1.17,5.28,1.83,6.45,1.18,6.48,0.93,2.69,1.28,7.52,1.97,5.24,1.94
______,klyukva,cranberry,Food,concrete,6,f,0.7,3.93,2.2,2.04,1.72,4.13,1.72,5.67,1.73,3.41,2.28,6.59,0.95,4.13,2.4,3.16,1.57,5.89,2.38,2.76,1.53
____,klyuch,key,Tool_precise_grip,concrete,4,m,1.9,4,2.2,2.41,1.5,1.67,1.37,1.97,1.9,4.69,2.12,6.72,1,6.32,1.51,3.13,1.45,4.26,1.95,6.03,1.5
______,knopka,button,Tool_precise_grip,concrete,6,f,1.5,4.07,2.28,2.8,2.09,1.38,1.05,1.52,1.06,5.5,1.93,6.6,0.81,6.2,1.37,2.58,1.54,4.27,2.88,5.33,1.54
____,koza,she-goat,Animal,concrete,4,f,1.2,4.38,2.13,3.69,2.02,3.24,2.18,2.41,1.66,3.59,2.21,6.81,0.62,3.83,2.28,2.66,1.41,3.52,1.89,3.43,1.79
_______,kozyirek,visor,Clothes,concrete,7,m,1,4.37,2.06,1.82,1.7,1.46,1.33,1,0,3.63,2.34,5.76,1.62,4.89,2.34,4.94,1.68,5.12,2.34,2.5,1.55
_____,kokos,coconut,Food,concrete,5,m,0.3,3.93,2.17,1.9,1.63,5.66,1.65,5.69,1.97,4.88,1.87,6.43,1.48,3.43,2.11,4.06,1.75,6.33,2.68,3.1,1.67
_______,kolodets,well,Ground,concrete,7,m,1.4,3.52,2.18,2.21,1.61,2.72,1.98,1.97,1.7,3.24,2.25,6.55,1.12,4.3,2.25,2.09,1.61,5.07,1.78,2.03,1.45
______,koltso,ring,Clothes,concrete,6,n,1.8,4.31,2.19,1.69,1.17,1.69,1.2,1.61,1.17,4.21,2.26,6.69,0.71,5.73,1.76,3.33,1.71,4.63,1.67,4.38,1.76
_______,kolyaska,baby carriage,Transport,concrete,7,f,1.3,4.33,2.55,2.83,2.07,1.97,1.55,1.39,0.96,4.41,2.01,5.78,1.72,5.84,1.82,2.62,1.71,3.6,1.87,3.04,1.73
____,kon,horse,Animal,concrete,4,m,1.7,4.53,2.16,3.7,1.41,3.47,2.03,2.3,1.9,4.03,2.13,6.28,1.67,4.68,1.9,3.44,1.5,3.63,2.45,3.52,1.62
_____,kope,spear,Tool_power_grip,concrete,5,n,1,4.7,2.28,1.75,1.4,1.38,1.3,1.21,1.13,4.56,2.03,6.48,0.95,6.38,1.34,3.38,1.58,5.73,1.95,2.13,1.59
_______,korabl,ship,Transport,concrete,7,m,2.1,5.37,2.09,3.57,2.17,2,1.57,1.29,1.15,3.15,2.32,6.62,0.68,5.92,1.69,3.13,1.64,4,1.79,3.47,1.81
______,korova,cow,Animal,concrete,6,f,1.7,5,2.18,5.32,1.76,3.97,1.84,3.27,2.19,3.96,2.49,6.71,0.81,3.84,1.98,3.03,1.47,2.97,1.35,3.73,1.96
_____,koshka,cat,Animal,concrete,5,f,1.7,5.83,1.7,4.36,2.04,3.81,1.9,1.86,1.72,5.93,1.49,6.83,0.93,4.54,2.59,2.5,1.3,2.58,1.47,5.9,1.67
_______,kreyser,cruiser,Transport,concrete,7,m,0.8,5.13,2.14,4.29,2.03,1.34,0.72,1.32,1.09,2.71,2.27,5.82,1.42,4.26,2.19,3.38,1.69,8.37,3.51,2.3,1.93
________,krokodil,crocodile,Animal,concrete,8,m,1.1,4.41,2.28,2.8,1.95,2.52,1.72,2,1.39,2.83,1.95,6.8,0.66,1.77,1.41,1.88,1.02,3.53,1.7,3.1,1.49
______,kruzhka,mug,Tool_precise_grip,concrete,6,f,1.4,5.39,1.94,2.39,1.75,2.33,1.3,2.44,1.91,5,2.02,6.93,0.37,5.93,1.82,3.18,1.31,2.93,1.48,6.5,0.91
_________,kryizhovnik,gooseberry,Food,concrete,9,m,0.4,4.03,2.1,1.5,1.22,5.31,2.05,5.83,1.69,4.5,2.32,6.43,1.04,3.43,2.24,2.3,1.24,5.07,2.1,2.7,1.51
_____,kryisa,rat,Animal,concrete,5,f,1.3,4.9,2.4,2.89,1.97,2.58,1.6,1.5,1.11,3.48,2.19,6.69,0.76,3.08,2.7,1.47,0.92,4.19,1.9,3.33,1.6
______,kryishka,cover,Tool_power_grip,concrete,6,f,1.5,3.28,1.94,2.8,2.09,1.79,1.45,1.9,1.37,4.96,2.26,6.47,1.07,5.47,1.93,3.24,1.6,3.73,2.08,5.1,1.63
______,kryuchok,hook,Tool_precise_grip,concrete,6,m,1.3,3.77,1.98,1.67,1.11,1.33,0.84,1.37,1.16,3.79,2.32,6.41,0.95,5.81,1.87,3.72,1.57,5.41,2.08,2.93,1.87
________,kukuruza,corn,Food,concrete,8,f,0.9,3.97,2.18,1.38,1.08,4.66,1.91,6.12,1.49,4.03,2.4,6.79,0.56,4.73,2.15,2.94,1.52,5.2,2.31,2.97,1.59
_______,kukushka,cuckoo,Animal,concrete,7,f,0.7,4.07,2.27,4.61,2.38,1.69,1.05,1.29,1.01,2.37,1.86,6,1.65,2.73,2.5,4.84,1.92,4.42,2.32,3.2,1.61
______,kuraga,dried apricots,Food,concrete,6,f,0.3,4.38,2.21,1.1,0.31,4.62,1.74,5.88,1.88,3.69,2.3,6.79,0.56,4.47,2.29,2.73,1.53,6.07,1.95,2.66,1.52
______,kuritsa,hen,Animal,concrete,6,f,1.5,4.6,2.09,3.11,1.6,4.7,2.05,4.93,2.3,3.55,2.41,6.62,0.98,3.32,2.48,2.38,1.21,3.93,1.64,4.96,1.79
________,lampochka,bulb,Tool_power_grip,concrete,8,f,1.4,4.93,1.71,1.9,1.5,1.93,1.62,1.62,1.32,4.83,2.19,6.96,0.19,5.31,1.58,4.81,1.6,4,2.43,5.25,1.29
______,lastik,eraser,Tool_precise_grip,concrete,6,m,0.3,4.27,2.53,2.57,1.77,2.35,1.77,1.96,1.45,4.74,1.72,6.48,0.99,6.68,1,2.84,1.53,5.38,1.5,3.9,1.99
___,lev,lion,Animal,concrete,3,m,1.8,4.38,2.03,4.63,1.97,3.17,2.16,1.72,1.19,3.25,1.96,6.8,0.66,1.77,1.41,2.97,1.78,3.63,1.71,4.43,1.36
_______,ledokol,ice-breaker,Transport,concrete,7,m,0.6,3.52,2.2,3.6,2.11,1.66,1.34,1.55,1.12,2.58,1.79,5.97,1.25,4.6,2.54,2.73,1.68,7.34,2.76,2.63,1.38
_____,lemur,lemur,Animal,concrete,5,m,0,5.17,2.1,3,1.91,2.31,1.54,1.21,0.5,2.63,2.06,5.9,1.57,2.73,2.34,4.44,1.78,7.15,3.13,2.17,1.6
_______,leopard,leopard,Animal,concrete,7,m,0.5,4.8,2.04,3.37,1.8,1.9,1.67,1.6,1.25,3.03,2.08,6.34,1.08,1.94,1.53,2.84,1.3,5.7,2.35,2.55,1.76
_____,limon,lemon,Food,concrete,5,m,1.1,4.57,2.45,1.46,1.26,5.65,1.55,6.43,1.14,3.81,1.94,6.9,0.31,5.08,2.15,3.59,1.46,3.58,1.7,5.67,1.71
_______,lineyka,ruler,Tool_precise_grip,concrete,7,f,1,4.1,2.18,1.86,1.38,1.34,0.67,1.58,1.12,4.41,1.8,6.62,0.94,6.2,1.1,2.64,1.48,4.83,1.23,4.21,1.86
____,lisa,fox,Animal,concrete,4,f,1,4.53,2.16,2.37,1.76,1.93,1.28,1.73,1.2,3.28,2.28,6.66,0.86,2.65,2.12,2.56,1.34,3.85,1.68,2.66,1.52
____,lift,elevator,Transport,concrete,4,m,1.5,3.79,2.34,3.57,1.85,2.03,1.68,1.69,1.54,3.42,2.3,6.53,0.94,5.57,2.1,4.45,1.5,5.1,2.7,5.83,1.44
____,litso,face,Body_Part,concrete,4,n,2.9,5.37,1.97,1.82,1.47,2.23,1.63,1.71,1.3,5.22,1.45,6.46,1.17,4.22,2.41,4.13,1.54,2.96,1.71,6.4,1.28
___,lob,forehead,Body_Part,concrete,3,m,1.9,4.07,2.48,1.79,1.93,1.35,1.02,1.57,1.32,4.37,2.08,6.72,0.75,4.03,2.51,4.34,1.81,3.27,1.69,5.63,1.43
_____,lodka,boat,Transport,concrete,5,f,1.8,4.27,2.3,2.85,1.83,2.2,1.58,1.4,1.19,3.55,2.38,6.38,1.5,5.74,1.59,2.28,0.89,4.59,2.31,2.9,1.65
_____,lozhka,spoon,Tool_precise_grip,concrete,5,f,1.6,4.28,2.3,3,2.13,1.76,1.38,3.72,2.25,5.63,1.95,6.8,0.55,6.8,0.48,2.3,1.21,2.8,1.52,6.47,0.9
_________,lokomotiv,locomotive,Transport,concrete,9,m,1.2,4.26,2.32,4.71,2.14,2.13,1.74,1.37,1.04,2.54,1.86,5.72,1.69,4.4,2.16,3.33,1.67,8.4,3.06,2.38,1.94
______,lopata,shovel,Tool_power_grip,concrete,6,f,1.3,3.83,2.16,2.03,1.64,1.76,1.21,1.67,1.53,4.86,2,6.48,1.43,6.5,0.86,2.58,1.37,4.73,1.66,2.97,1.66
____,los,elk,Animal,concrete,4,m,0.9,4.67,2.09,3.1,1.77,2.79,1.88,3.5,2.66,3.21,2.02,6.11,1.48,2.53,1.95,3.14,1.75,5.03,2.36,2.89,1.47
______,loshad,mare,Animal,concrete,6,f,1.9,4.38,2.27,4.3,1.6,4.62,2.18,2.62,2.16,4.5,2.25,6.77,0.82,3.57,1.92,2.67,1.24,4,2.9,4.4,1.4
___,luk,bow/onion (homonyms),Food,concrete,3,m,1.4,4.21,2.35,1.38,1.05,5.48,1.72,6.03,1.72,4.03,2.08,6.52,0.95,4.67,2.38,2.39,1.69,4.13,1.33,4.34,1.4
____,luna,moon,Space,concrete,4,f,1.7,6,1.68,1.5,1.48,1.59,1.38,1.41,1.14,1.79,1.77,6.79,0.5,1.58,1.65,6.56,1.13,3.33,1.4,5.07,1.55
____,lyizhi,skis,Transport,concrete,4,plur_tant,0,4.43,2.16,3.18,2.39,2.23,1.61,1.07,0.38,3.67,2.11,6.69,1.07,5.46,2.02,2.06,1.52,5,2.33,4.5,1.63
______,lyubov,love,Sense_Emotion,abstract,6,f,2.5,4.1,2.18,2.97,2.16,2.41,2.1,2.93,2.19,2.79,2.25,2.97,1.83,3.03,2.39,4.64,2.33,7.24,4.27,5.28,1.89
___,lyuk,hatch,Ground,concrete,3,m,1.2,4.57,2.19,1.96,1.58,1.7,1.37,1.37,1.3,3,2.19,6.14,1.51,5.45,1.93,1.94,1.59,6.37,2.84,2.59,1.62
______,lyustra,chandelier,Object,concrete,6,f,1,4.66,2.07,1.7,1.39,1.62,1.35,1.59,1.48,3.83,2.24,6.57,0.82,4.67,2.02,4.03,1.55,5.1,2.67,4.4,1.87
_______,lyagushka,frog,Animal,concrete,7,f,1.1,5.16,2.2,4.25,2.07,2.21,1.8,2.59,1.99,3.93,2.49,6.86,0.45,2.39,2.17,1.94,1.13,3.6,1.71,3.43,2.03
_______,makushka,crown (of the head),Body_Part,concrete,7,f,1,3.1,2.41,1.28,0.84,2.17,1.79,1.24,0.91,4.62,2.34,5.44,1.85,3,1.87,4.59,1.52,5.41,2.87,3.11,1.75
______,malina,red raspberry,Food,concrete,6,f,0.9,4.66,1.78,1.45,1.18,5.55,1.48,6.59,0.98,4.86,1.92,7,0,5.34,1.8,3.19,1.65,3.52,2.23,4.11,1.81
______,mamont,mammoth,Animal,concrete,6,m,0.9,4.3,2.31,4.07,2.38,2.03,1.45,2.21,1.89,2.45,1.84,5.85,1.61,2.41,2.17,4,2.05,6.07,2.7,1.96,1.45
_____,mango,mango,Food,concrete,5,n,0.3,4.65,2.04,1.21,0.69,4.37,1.9,5.26,2.16,4.19,2.02,6.28,1.39,4.83,2.25,3.61,1.32,10.13,3.21,2.12,1.51
________,mandarin,mandarin,Food,concrete,8,m,0.6,5.74,1.37,1.61,1.5,6.07,1.48,6.11,1.22,5.12,1.84,6.86,0.74,5.43,1.79,3.94,1.25,3.57,1.61,4.65,2
______,manera,manner,Sense_Emotion,abstract,6,f,1.6,3.37,2.2,2.33,1.75,1.2,0.61,1.37,1.19,1.14,0.44,3.79,1.82,3.13,2.22,4.06,1.54,8.23,3.06,4.48,1.98
______,marker,marker,Tool_precise_grip,concrete,6,m,0.7,4.69,2.21,2.2,1.71,2.97,2.04,2.48,1.94,4.71,2.07,6.73,0.98,6.4,1.19,2.18,1.36,6.27,2.83,4.17,1.78
________,martyishka,marmoset,Animal,concrete,8,f,0.6,4.7,2.28,4.53,1.96,3.07,1.91,2,1.81,3.48,1.9,5.96,1.51,2.72,2.04,3.73,1.66,4.73,2.16,2.43,1.55
______,mashina,car,Transport,concrete,6,f,2.7,4.93,2.35,5.43,1.93,3.62,1.96,1.5,1.37,4.59,2.26,6.72,0.65,6.59,1.01,2.81,1.49,3.12,1.63,6.2,1.24
_______,medved,bear,Animal,concrete,7,m,1.5,4.79,2.11,4.83,1.77,2.62,1.63,2.21,1.86,3.38,2.41,6.93,0.27,2.17,1.73,3.38,1.62,3.04,1.43,3.93,1.56
___,mel,chalk,Tool_precise_grip,concrete,3,m,1,4.35,2.43,2.57,1.75,3,1.74,3.52,1.95,5.5,1.66,6.72,0.65,6.1,1.49,3.09,1.51,5,1.31,4.77,2.08
________,meteorit,meteorite,Space,concrete,8,m,0.6,5.07,2.16,3.77,2.51,1.66,1.49,1.64,1.62,2.93,2.19,5.7,1.54,2.16,2.16,6.47,1.16,7.63,2.76,2.25,1.71
_____,metla,broom,Tool_power_grip,concrete,5,f,0.9,3.93,2.22,2.41,1.5,1.93,1.46,1.58,1.3,4.14,2.39,6.59,1.18,6,1.76,2.33,1.27,5.1,1.54,2.79,1.57
_____,metro,subway,Building,concrete,5,n,1.7,3.86,2.42,4.9,2.01,2.9,1.9,1.69,1.63,2.66,2.24,5.85,1.7,4.17,2.38,1.1,0.3,7.89,2.71,2.96,1.82
______,mogila,grave,Ground,concrete,6,f,1.7,3.41,2.08,1.9,2.06,3.59,2.43,1.59,1.12,2.75,2.15,6.77,0.63,4.6,2.18,1.79,1.73,6.53,2.34,2.73,1.6
______,molniya,lightning,Space,concrete,6,f,1.4,5.33,1.92,5,2.09,2.12,1.28,1.18,0.94,2.04,2.03,6.69,0.66,2.73,2.65,6.16,1.72,4.35,2.26,3.33,1.6
_______,molotok,hammer,Tool_power_grip,concrete,7,m,1.1,3.83,2.36,5,2.03,1.66,1.37,1.54,1.14,4.52,2.11,6.74,0.71,6.78,0.55,2.62,1.53,3.93,1.74,4.64,1.73
________,molchanie,silence,Sound,concrete,8,n,1.7,1.9,1.83,5.3,2.49,1.43,0.86,1.73,1.44,1.38,1.18,4.5,1.71,1.45,1.29,3.75,1.61,4.37,2.11,5.41,1.74
_____,moped,moped,Transport,concrete,5,m,0.3,4.77,2.14,5.43,1.55,3,1.67,1.43,1.29,4.33,2.29,6.86,0.44,6.24,1.21,2.56,1.24,7.19,3.38,2.73,1.62
_______,morkov,carrot,Food,concrete,7,f,1,5.31,2.09,2.36,1.85,3.93,1.58,6.05,1.25,4.57,2.18,7,0,5.26,1.91,1.97,1.31,3.53,1.57,4.73,1.7
________,mototsikl,motorcycle,Transport,concrete,8,m,1.3,4.7,2.32,4.89,1.85,3.87,1.98,1.63,1.33,4.55,2.11,6.59,0.91,6.29,1.07,2.88,1.48,5.23,2.34,3.38,2.08
_______,motyilek,moth,Animal,concrete,7,m,0.6,5.03,2.16,2.36,1.64,1.55,1.33,1.36,0.79,3.11,2.35,6.46,1.04,2.61,2.32,3.85,1.88,5.47,1.93,2.93,1.96
_______,muhomor,amanita,Food,concrete,7,m,0.5,4.76,1.99,1.17,0.6,3.52,2.05,3.52,2.27,3.55,2.23,6.9,0.31,2.9,1.99,2,1.58,5.37,2.19,2.03,1.21
_____,myisl,thought,Intelligence,abstract,5,f,2.5,3.24,2.25,2.83,1.49,1.79,1.47,1.36,0.82,1.72,1.41,3.07,1.81,1.8,1.42,5.73,1.86,6.57,2.3,6.21,1.05
________,myishlenie,thinking,Intelligence,abstract,8,n,1.6,2.26,1.91,1.43,1.07,1.66,1.37,1.36,0.79,1.86,1.76,3.81,1.69,1.94,1.69,4.5,1.42,8.43,3.28,5.13,1.61
____,myish,mouse,Animal,concrete,4,f,1.6,4.03,2.13,3.18,1.87,2.45,1.59,1.86,1.43,3.36,2.26,6.81,0.56,2.9,2.24,1.72,1.35,3.67,2.99,3.75,1.86
________,myagkost,softness,Sense_Phys,abstract,8,f,0.8,2.53,1.85,1.71,1.51,1.48,0.99,2.59,1.62,4.71,2.62,4.14,1.56,2.9,1.92,3.44,1.56,5.27,2.89,4.37,1.67
____,myata,mint,Food,concrete,4,f,0.5,4.2,2.51,1.67,1.56,6.41,1.27,5.79,1.89,3.62,2.16,5.37,1.9,3.91,2.36,2.14,1.57,6.43,2.31,3.96,2.03
___,myach,ball,Tool_power_grip,concrete,3,m,1.4,4.66,2.32,3.9,2.06,1.97,1.64,1.72,1.25,5.83,1.52,6.93,0.25,5.23,1.92,2.85,2.09,3.07,1.41,4.97,1.59
_____,nabor,recruitment,Action,abstract,5,m,1.7,3.38,2.01,1.77,1.41,1.24,0.69,1.86,1.55,2.13,1.83,2.93,1.8,4.9,2.11,2.7,1.45,4.97,2.5,5.4,1.54
_____,naves,awning,Building,concrete,5,m,0.9,4.13,2.27,1.68,1.31,1.69,1.26,1.11,0.42,2.81,2.14,5,2.05,4.57,2.15,4.75,1.76,7.36,3.08,2.7,1.49
_____,navyik,skill,Action,abstract,5,m,1.3,2.31,2.09,1.62,1.27,1.24,0.69,1.28,1,2.34,1.86,2.56,1.48,3.45,2.41,4.03,1.94,9.3,3.05,4.75,1.6
_________,naperstok,thimble,Tool_precise_grip,concrete,9,m,0.4,5,2.18,1.54,1.29,1.35,0.75,1.11,0.42,5.19,1.86,6.14,1.68,6.43,1.14,2.91,1.33,8,3.12,2.13,1.33
_________,napilnik,file,Tool_power_grip,concrete,9,m,0.4,3.83,2.32,3.33,1.86,2,1.2,1.23,0.77,3.69,2.33,6.07,1.69,6.42,1.48,2.88,1.45,9.3,2.96,2.03,1.35
________,naushniki,headphones,Clothes,concrete,8,plur_tant,0,4,2.27,6.38,1.15,1.66,1.2,1.61,1.37,4.9,1.99,6.76,0.58,5.4,1.81,3.64,1.92,8.33,2.51,5.72,1.91
____,nebo,sky,Space,concrete,4,n,2.3,6.03,1.72,1.61,1.4,1.57,1.3,1.41,1.08,1.62,1.42,6.79,0.49,1.03,0.18,6.82,0.58,3.17,2.23,6.08,1.41
________,nebosvod,firmament,Space,concrete,8,m,0.5,5,2.36,1.53,1.38,1.48,1.45,1.57,1.48,1.38,0.86,4.93,2.04,1.72,1.71,6.35,1.34,7.9,2.9,2.44,1.67
_________,nebosklon,sky,Space,concrete,9,m,0.5,4.67,2.28,1.64,1.28,1.58,1.42,1.25,0.97,1.89,2.08,5.38,2.08,2.53,2.43,6.53,1.16,7,3.02,2.47,1.41
_________,neboskreb,skyscraper,Building,concrete,9,m,0.9,4.83,2.09,2.33,2.17,1.59,1.24,1.48,1.12,2.71,2.01,6.6,1.07,4.45,2.59,5.91,1.47,7.27,3,4,1.8
_____,nitka,thread,Tool_precise_grip,concrete,5,f,1.3,3.93,2.27,1.38,1.01,1.71,1.41,1.64,1.29,4.55,2.08,6.9,0.41,5.17,1.91,2.48,1.72,4.63,1.77,3.34,1.32
___,nozh,knife,Tool_precise_grip,concrete,3,m,1.8,4.27,2.16,2.56,2.01,1.9,1.54,2.33,1.81,4.83,1.93,6.59,1.02,6.65,0.91,3.09,1.35,3.67,1.36,6.1,1.14
_______,nozhnitsyi,scissors,Tool_precise_grip,concrete,7,plur_tant,1,3.97,2.03,2.3,1.54,1.77,1.5,1.53,1.01,4.45,2.26,6.45,1.15,6.35,1.31,2.75,1.11,4.26,2.18,4.86,1.75
_____,nosok,sock,Clothes,concrete,5,m,1.4,4.14,2.07,1.28,1.16,3.97,2.16,1.24,0.69,4.69,2.11,6.81,0.96,5.86,1.66,1.81,1.26,2.96,1.72,6.07,1.36
_______,nosorog,rhino,Animal,concrete,7,m,0.5,4.14,2.23,3.17,2.09,3.1,2.32,1.59,1.38,3.17,2.41,6.6,1.28,1.93,1.55,2.88,1.39,4.63,2.82,2.03,1.19
__________,nostalgiya,nostalgia,Sense_Emotion,abstract,10,f,0.9,3.45,2.11,1.59,1.3,2.59,2.32,1.82,1.72,2.34,1.7,3.72,2.07,1.9,1.6,4.64,1.92,10.2,3.16,4.31,2.21
________,obezyana,monkey,Animal,concrete,8,f,1.3,4.55,2.15,4.72,1.94,3.24,2.03,1.59,1.12,3.45,2.26,6.59,1.01,2.45,1.76,4.03,1.73,3.7,2.03,3.5,1.69
_____,obida,offense,Sense_Emotion,abstract,5,f,1.6,2.07,1.44,2.63,1.98,1.5,1.07,1.97,1.85,1.45,1.09,4.5,1.77,2.32,1.9,3.47,1.78,4.96,2.55,5.48,1.77
______,oblako,cloud,Space,concrete,6,n,1.6,5.61,1.69,1.36,1.22,1.5,1.14,1.78,1.05,2.27,2.25,6.83,0.47,1.13,0.43,6.61,1,3.17,1.7,5.27,1.56
________,obonyanie,sense of smell,Sense_Phys,abstract,8,n,0.5,2.29,2.05,1.43,1.29,5.27,2.53,2.7,2.27,2.08,1.85,3.18,1.89,1.33,1.03,4.39,1.64,7.17,2.25,3.12,1.42
_____,obraz,image,Intelligence,abstract,5,m,2.7,5.17,2.17,2.28,1.77,2.14,1.75,1.39,0.93,2.34,2,2.86,1.96,2.37,1.73,4.91,2.18,7.77,2.62,4.72,1.89
